"product","region","region_type","name","member","format","formats","driver","layer","geom_type","feature_count","n_fields","crs","extent","error","url","dsn"
"LIST_HYDPNT","KINGBOROUGH","lga","LIST_HYDPNT_KINGBOROUGH.zip","municipality_kingborough.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_kingborough","MultiPolygon",1,11,"EPSG:28355","507420.634 5179710.316 535195.892 5250488.019","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_KINGBOROUGH.zip",""
"LIST_HYDPNT","KINGBOROUGH","lga","LIST_HYDPNT_KINGBOROUGH.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_hydpnt_kingborough","Point",1897,17,"EPSG:28355","512507.93 5193371.576 535156.871 5247552.168","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_KINGBOROUGH.zip",""
"LIST_HYDPNT","KINGBOROUGH","lga","LIST_HYDPNT_KINGBOROUGH.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_kingborough","Polygon",1,9,"EPSG:28355","507420.634 5179710.316 535195.892 5250488.019","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_KINGBOROUGH.zip",""
"LIST_HYDPNT","LATROBE","lga","LIST_HYDPNT_LATROBE.zip","list_hydpnt_latrobe.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_hydpnt_latrobe","Point",24,17,"EPSG:28355","448993.302 5430156.831 463883.621 5445514.538","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_LATROBE.zip",""
"LIST_HYDPNT","LATROBE","lga","LIST_HYDPNT_LATROBE.zip","municipality_latrobe.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_latrobe","MultiPolygon",1,11,"EPSG:28355","445357.197 5419297.592 480075.825 5450990.195","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_LATROBE.zip",""
"LIST_HYDPNT","LATROBE","lga","LIST_HYDPNT_LATROBE.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_hydpnt_latrobe","Point",24,17,"EPSG:28355","448993.302 5430156.831 463883.621 5445514.538","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_LATROBE.zip",""
"LIST_HYDPNT","LATROBE","lga","LIST_HYDPNT_LATROBE.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_latrobe","Polygon",1,9,"EPSG:28355","445357.197 5419297.592 480075.825 5450990.195","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_LATROBE.zip",""
"LIST_HYDPNT","LAUNCESTON","lga","LIST_HYDPNT_LAUNCESTON.zip","list_hydpnt_launceston.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_hydpnt_launceston","Point",33,17,"EPSG:28355","506292.049 5401398.215 541246.137 5437973.058","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_LAUNCESTON.zip",""
"LIST_HYDPNT","LAUNCESTON","lga","LIST_HYDPNT_LAUNCESTON.zip","municipality_launceston.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_launceston","MultiPolygon",1,11,"EPSG:28355","498002.799 5399419.111 554106.879 5451704.268","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_LAUNCESTON.zip",""
"LIST_HYDPNT","LAUNCESTON","lga","LIST_HYDPNT_LAUNCESTON.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_hydpnt_launceston","Point",33,17,"EPSG:28355","506292.049 5401398.215 541246.137 5437973.058","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_LAUNCESTON.zip",""
"LIST_HYDPNT","LAUNCESTON","lga","LIST_HYDPNT_LAUNCESTON.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_launceston","Polygon",1,9,"EPSG:28355","498002.799 5399419.111 554106.879 5451704.268","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_LAUNCESTON.zip",""
"LIST_HYDPNT","MEANDER_VALLEY","lga","LIST_HYDPNT_MEANDER_VALLEY.zip","list_hydpnt_meander_valley.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_hydpnt_meander_valley","Point",329,17,"EPSG:28355","413764.825 5354664.949 504827.619 5416880.624","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_MEANDER_VALLEY.zip",""
"LIST_HYDPNT","MEANDER_VALLEY","lga","LIST_HYDPNT_MEANDER_VALLEY.zip","municipality_meander_valley.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_meander_valley","MultiPolygon",1,11,"EPSG:28355","412718.693 5352612.804 511687.492 5425154.318","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_MEANDER_VALLEY.zip",""
"LIST_HYDPNT","MEANDER_VALLEY","lga","LIST_HYDPNT_MEANDER_VALLEY.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_hydpnt_meander_valley","Point",329,17,"EPSG:28355","413764.825 5354664.949 504827.619 5416880.624","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_MEANDER_VALLEY.zip",""
"LIST_HYDPNT","MEANDER_VALLEY","lga","LIST_HYDPNT_MEANDER_VALLEY.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_meander_valley","Polygon",1,9,"EPSG:28355","412718.693 5352612.804 511687.492 5425154.318","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_MEANDER_VALLEY.zip",""
"LIST_HYDPNT","NORTHERN_MIDLANDS","lga","LIST_HYDPNT_NORTHERN_MIDLANDS.zip","list_hydpnt_northern_midlands.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_hydpnt_northern_midlands","Point",60,17,"EPSG:28355","484157.269 5336700.79 592183.954 5404819.162","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_NORTHERN_MIDLANDS.zip",""
"LIST_HYDPNT","NORTHERN_MIDLANDS","lga","LIST_HYDPNT_NORTHERN_MIDLANDS.zip","municipality_northern_midlands.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_northern_midlands","MultiPolygon",1,11,"EPSG:28355","480812.429 5318674.191 595219.132 5407921.411","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_NORTHERN_MIDLANDS.zip",""
"LIST_HYDPNT","NORTHERN_MIDLANDS","lga","LIST_HYDPNT_NORTHERN_MIDLANDS.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_hydpnt_northern_midlands","Point",60,17,"EPSG:28355","484157.269 5336700.79 592183.954 5404819.162","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_NORTHERN_MIDLANDS.zip",""
"LIST_HYDPNT","NORTHERN_MIDLANDS","lga","LIST_HYDPNT_NORTHERN_MIDLANDS.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_northern_midlands","Polygon",1,9,"EPSG:28355","480812.429 5318674.191 595219.132 5407921.411","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_NORTHERN_MIDLANDS.zip",""
"LIST_HYDPNT","SORELL","lga","LIST_HYDPNT_SORELL.zip","list_hydpnt_sorell.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_hydpnt_sorell","Point",109,17,"EPSG:28355","542553.021 5249291.812 575035.507 5267679.648","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_SORELL.zip",""
"LIST_HYDPNT","SORELL","lga","LIST_HYDPNT_SORELL.zip","municipality_sorell.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_sorell","MultiPolygon",1,11,"EPSG:28355","537044.204 5248440.777 576728.547 5275642.001","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_SORELL.zip",""
"LIST_HYDPNT","SORELL","lga","LIST_HYDPNT_SORELL.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_hydpnt_sorell","Point",109,17,"EPSG:28355","542553.021 5249291.812 575035.507 5267679.648","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_SORELL.zip",""
"LIST_HYDPNT","SORELL","lga","LIST_HYDPNT_SORELL.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_sorell","Polygon",1,9,"EPSG:28355","537044.204 5248440.777 576728.547 5275642.001","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_SORELL.zip",""
"LIST_HYDPNT","SOUTHERN_MIDLANDS","lga","LIST_HYDPNT_SOUTHERN_MIDLANDS.zip","list_hydpnt_southern_midlands.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_hydpnt_southern_midlands","Point",83,17,"EPSG:28355","511631.245 5275731.066 561822.114 5334213.534","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_SOUTHERN_MIDLANDS.zip",""
"LIST_HYDPNT","SOUTHERN_MIDLANDS","lga","LIST_HYDPNT_SOUTHERN_MIDLANDS.zip","municipality_southern_midlands.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_southern_midlands","MultiPolygon",1,11,"EPSG:28355","500962.446 5270415.791 570561.799 5337134.901","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_SOUTHERN_MIDLANDS.zip",""
"LIST_HYDPNT","SOUTHERN_MIDLANDS","lga","LIST_HYDPNT_SOUTHERN_MIDLANDS.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_hydpnt_southern_midlands","Point",83,17,"EPSG:28355","511631.245 5275731.066 561822.114 5334213.534","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_SOUTHERN_MIDLANDS.zip",""
"LIST_HYDPNT","SOUTHERN_MIDLANDS","lga","LIST_HYDPNT_SOUTHERN_MIDLANDS.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_southern_midlands","Polygon",1,9,"EPSG:28355","500962.446 5270415.791 570561.799 5337134.901","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_SOUTHERN_MIDLANDS.zip",""
"LIST_HYDPNT","STATEWIDE","statewide","LIST_HYDPNT_STATEWIDE.zip","list_hydpnt_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_hydpnt_statewide","Point",48799,16,"EPSG:28355","227551.733 5138446.559 627562.802 5661178.684","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_STATEWIDE.zip",""
"LIST_HYDPNT","STATEWIDE","statewide","LIST_HYDPNT_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_hydpnt_statewide","Point",48799,16,"EPSG:28355","227551.733 5138446.559 627562.802 5661178.684","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_STATEWIDE.zip",""
"LIST_HYDPNT","TASMAN","lga","LIST_HYDPNT_TASMAN.zip","list_hydpnt_tasman.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_hydpnt_tasman","Point",963,17,"EPSG:28355","550653.04 5215621.907 581445.804 5256259.204","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_TASMAN.zip",""
"LIST_HYDPNT","TASMAN","lga","LIST_HYDPNT_TASMAN.zip","municipality_tasman.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_tasman","MultiPolygon",1,11,"EPSG:28355","550393.889 5211324.744 585829.477 5256322.89","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_TASMAN.zip",""
"LIST_HYDPNT","TASMAN","lga","LIST_HYDPNT_TASMAN.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_hydpnt_tasman","Point",963,17,"EPSG:28355","550653.04 5215621.907 581445.804 5256259.204","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_TASMAN.zip",""
"LIST_HYDPNT","TASMAN","lga","LIST_HYDPNT_TASMAN.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_tasman","Polygon",1,9,"EPSG:28355","550393.889 5211324.744 585829.477 5256322.89","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_TASMAN.zip",""
"LIST_HYDPNT","WARATAH_WYNYARD","lga","LIST_HYDPNT_WARATAH_WYNYARD.zip","list_hydpnt_waratah_wynyard.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_hydpnt_waratah_wynyard","Point",92,17,"EPSG:28355","343339.138 5382907.855 400383.515 5469970.531","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_WARATAH_WYNYARD.zip",""
"LIST_HYDPNT","WARATAH_WYNYARD","lga","LIST_HYDPNT_WARATAH_WYNYARD.zip","municipality_waratah_wynyard.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_waratah_wynyard","MultiPolygon",1,11,"EPSG:28355","338662.071 5381782.861 404391.331 5471106.087","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_WARATAH_WYNYARD.zip",""
"LIST_HYDPNT","WARATAH_WYNYARD","lga","LIST_HYDPNT_WARATAH_WYNYARD.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_hydpnt_waratah_wynyard","Point",92,17,"EPSG:28355","343339.138 5382907.855 400383.515 5469970.531","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_WARATAH_WYNYARD.zip",""
"LIST_HYDPNT","WARATAH_WYNYARD","lga","LIST_HYDPNT_WARATAH_WYNYARD.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_waratah_wynyard","Polygon",1,9,"EPSG:28355","338662.071 5381782.861 404391.331 5471106.087","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_WARATAH_WYNYARD.zip",""
"LIST_HYDPNT","WEST_COAST","lga","LIST_HYDPNT_WEST_COAST.zip","list_hydpnt_west_coast.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_hydpnt_west_coast","Point",1684,17,"EPSG:28355","330328.977 5211275.41 420217.694 5393693.131","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_WEST_COAST.zip",""
"LIST_HYDPNT","WEST_COAST","lga","LIST_HYDPNT_WEST_COAST.zip","municipality_west_coast.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_west_coast","MultiPolygon",1,11,"EPSG:28355","326108.955 5202727.458 428783.513 5395964.107","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_WEST_COAST.zip",""
"LIST_HYDPNT","WEST_COAST","lga","LIST_HYDPNT_WEST_COAST.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_hydpnt_west_coast","Point",1684,17,"EPSG:28355","330328.977 5211275.41 420217.694 5393693.131","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_WEST_COAST.zip",""
"LIST_HYDPNT","WEST_COAST","lga","LIST_HYDPNT_WEST_COAST.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_west_coast","Polygon",1,9,"EPSG:28355","326108.955 5202727.458 428783.513 5395964.107","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_WEST_COAST.zip",""
"LIST_HYDPNT","WEST_TAMAR","lga","LIST_HYDPNT_WEST_TAMAR.zip","list_hydpnt_west_tamar.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_hydpnt_west_tamar","Point",15,17,"EPSG:28355","480700.949 5418956.001 506810.052 5445884.802","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_WEST_TAMAR.zip",""
"LIST_HYDPNT","WEST_TAMAR","lga","LIST_HYDPNT_WEST_TAMAR.zip","municipality_west_tamar.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_west_tamar","MultiPolygon",1,11,"EPSG:28355","471320.72 5409573.277 510549.914 5454266.532","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_WEST_TAMAR.zip",""
"LIST_HYDPNT","WEST_TAMAR","lga","LIST_HYDPNT_WEST_TAMAR.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_hydpnt_west_tamar","Point",15,17,"EPSG:28355","480700.949 5418956.001 506810.052 5445884.802","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_WEST_TAMAR.zip",""
"LIST_HYDPNT","WEST_TAMAR","lga","LIST_HYDPNT_WEST_TAMAR.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_west_tamar","Polygon",1,9,"EPSG:28355","471320.72 5409573.277 510549.914 5454266.532","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_HYDPNT_WEST_TAMAR.zip",""
"LIST_INLAND_ACID_SULFATE_SOILS","STATEWIDE","statewide","LIST_INLAND_ACID_SULFATE_SOILS_STATEWIDE.zip","list_inland_acid_sulfate_soils_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_inland_acid_sulfate_soils_statewide","MultiPolygon",14291,41,"EPSG:28355","227365.118 5170796.449 618868.613 5611881.706","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_INLAND_ACID_SULFATE_SOILS_STATEWIDE.zip",""
"LIST_INLAND_ACID_SULFATE_SOILS","STATEWIDE","statewide","LIST_INLAND_ACID_SULFATE_SOILS_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_inland_acid_sulfate_soils_statewide","Polygon",14291,41,"EPSG:28355","227365.118 5170796.449 618868.613 5611881.706","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_INLAND_ACID_SULFATE_SOILS_STATEWIDE.zip",""
"LIST_IRRIGATION_TASMANIA_DAMS","STATEWIDE","statewide","LIST_IRRIGATION_TASMANIA_DAMS_STATEWIDE.zip","list_irrigation_tasmania_dams_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_irrigation_tasmania_dams_statewide","MultiPolygon",23,12,"EPSG:28355","317566.322 5217401.346 591309.259 5468596.441","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_IRRIGATION_TASMANIA_DAMS_STATEWIDE.zip",""
"LIST_IRRIGATION_TASMANIA_DAMS","STATEWIDE","statewide","LIST_IRRIGATION_TASMANIA_DAMS_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_irrigation_tasmania_dams_statewide","Polygon",23,12,"EPSG:28355","317566.322 5217401.346 591309.259 5468596.441","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_IRRIGATION_TASMANIA_DAMS_STATEWIDE.zip",""
"LIST_IRRIGATION_TASMANIA_HYDROPOWER","STATEWIDE","statewide","LIST_IRRIGATION_TASMANIA_HYDROPOWER_STATEWIDE.zip","list_irrigation_tasmania_hydropower_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_irrigation_tasmania_hydropower_statewide","Point",5,5,"EPSG:28355","468392 5337754.4 574240.885 5449107.572","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_IRRIGATION_TASMANIA_HYDROPOWER_STATEWIDE.zip",""
"LIST_IRRIGATION_TASMANIA_HYDROPOWER","STATEWIDE","statewide","LIST_IRRIGATION_TASMANIA_HYDROPOWER_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_irrigation_tasmania_hydropower_statewide","Point",5,5,"EPSG:28355","468392 5337754.4 574240.885 5449107.572","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_IRRIGATION_TASMANIA_HYDROPOWER_STATEWIDE.zip",""
"LIST_IRRIGATION_TASMANIA_IRRIGATION_DISTRICTS","STATEWIDE","statewide","LIST_IRRIGATION_TASMANIA_IRRIGATION_DISTRICTS_STATEWIDE.zip","list_irrigation_tasmania_irrigation_districts_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_irrigation_tasmania_irrigation_districts_statewide","MultiPolygon",21,15,"EPSG:28355","318997.255 5255635.582 598876.558 5487534.192","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_IRRIGATION_TASMANIA_IRRIGATION_DISTRICTS_STATEWIDE.zip",""
"LIST_IRRIGATION_TASMANIA_IRRIGATION_DISTRICTS","STATEWIDE","statewide","LIST_IRRIGATION_TASMANIA_IRRIGATION_DISTRICTS_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_irrigation_tasmania_irrigation_districts_statewide","Polygon",21,15,"EPSG:28355","318997.255 5255635.582 598876.558 5487534.192","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_IRRIGATION_TASMANIA_IRRIGATION_DISTRICTS_STATEWIDE.zip",""
"LIST_IRRIGATION_TASMANIA_PIPELINE","STATEWIDE","statewide","LIST_IRRIGATION_TASMANIA_PIPELINE_STATEWIDE.zip","list_irrigation_tasmania_pipeline_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_irrigation_tasmania_pipeline_statewide","MultiLineString",3133,15,"EPSG:28355","318345.5 5257940.643 595090.008 5484146.928","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_IRRIGATION_TASMANIA_PIPELINE_STATEWIDE.zip",""
"LIST_IRRIGATION_TASMANIA_PIPELINE","STATEWIDE","statewide","LIST_IRRIGATION_TASMANIA_PIPELINE_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_irrigation_tasmania_pipeline_statewide","LineString",3133,15,"EPSG:28355","318345.5 5257940.643 595090.008 5484146.928","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_IRRIGATION_TASMANIA_PIPELINE_STATEWIDE.zip",""
"LIST_IRRIGATION_TASMANIA_PUMPSTATION","STATEWIDE","statewide","LIST_IRRIGATION_TASMANIA_PUMPSTATION_STATEWIDE.zip","list_irrigation_tasmania_pumpstation_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_irrigation_tasmania_pumpstation_statewide","Point",44,6,"EPSG:28355","320180.367 5218460.256 589441.212 5473817","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_IRRIGATION_TASMANIA_PUMPSTATION_STATEWIDE.zip",""
"LIST_IRRIGATION_TASMANIA_PUMPSTATION","STATEWIDE","statewide","LIST_IRRIGATION_TASMANIA_PUMPSTATION_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_irrigation_tasmania_pumpstation_statewide","Point",44,6,"EPSG:28355","320180.367 5218460.256 589441.212 5473817","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_IRRIGATION_TASMANIA_PUMPSTATION_STATEWIDE.zip",""
"LIST_IRRIGATION_TASMANIA_TRADE_ZONE","STATEWIDE","statewide","LIST_IRRIGATION_TASMANIA_TRADE_ZONE_STATEWIDE.zip","list_irrigation_tasmania_trade_zone_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_irrigation_tasmania_trade_zone_statewide","MultiLineString",273,3,"EPSG:28355","327156.6783 5259854.6029 595090.008 5484146.9281","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_IRRIGATION_TASMANIA_TRADE_ZONE_STATEWIDE.zip",""
"LIST_IRRIGATION_TASMANIA_TRADE_ZONE","STATEWIDE","statewide","LIST_IRRIGATION_TASMANIA_TRADE_ZONE_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_irrigation_tasmania_trade_zone_statewide","LineString",273,3,"EPSG:28355","327156.6783 5259854.6029 595090.008 5484146.9281","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_IRRIGATION_TASMANIA_TRADE_ZONE_STATEWIDE.zip",""
"LIST_IRRIGATION_TASMANIA_TRANSMISSION_LINE","STATEWIDE","statewide","LIST_IRRIGATION_TASMANIA_TRANSMISSION_LINE_STATEWIDE.zip","list_irrigation_tasmania_transmission_line_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_irrigation_tasmania_transmission_line_statewide","MultiLineString",43,7,"EPSG:28355","435712.073 5218464.214 541865.361 5447278.302","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_IRRIGATION_TASMANIA_TRANSMISSION_LINE_STATEWIDE.zip",""
"LIST_IRRIGATION_TASMANIA_TRANSMISSION_LINE","STATEWIDE","statewide","LIST_IRRIGATION_TASMANIA_TRANSMISSION_LINE_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_irrigation_tasmania_transmission_line_statewide","LineString",43,7,"EPSG:28355","435712.073 5218464.214 541865.361 5447278.302","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_IRRIGATION_TASMANIA_TRANSMISSION_LINE_STATEWIDE.zip",""
"LIST_LAND CAPABILITY","STATEWIDE","statewide","LIST_LAND CAPABILITY_STATEWIDE.zip","list_land capability_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","AGENCY_STAGING","None",13004,8,"","","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_LAND%20CAPABILITY_STATEWIDE.zip",""
"LIST_LAND CAPABILITY","STATEWIDE","statewide","LIST_LAND CAPABILITY_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_land capability_statewide","Polygon",13004,10,"EPSG:28355","287789.514 5179459.089 625634.984 5542621.485","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_LAND%20CAPABILITY_STATEWIDE.zip",""
"LIST_LAND CAPABILITY_MODELLED","STATEWIDE","statewide","LIST_LAND CAPABILITY_MODELLED_STATEWIDE.zip","list_land capability_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_land","MultiPolygon",13004,10,"EPSG:28355","287789.514 5179459.089 625634.984 5542621.485","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_LAND%20CAPABILITY_MODELLED_STATEWIDE.zip",""
"LIST_LAND CAPABILITY_MODELLED","STATEWIDE","statewide","LIST_LAND CAPABILITY_MODELLED_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_land capability_statewide","Polygon",13004,10,"EPSG:28355","287789.514 5179459.089 625634.984 5542621.485","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_LAND%20CAPABILITY_MODELLED_STATEWIDE.zip",""
"LIST_LAND_DISTRICTS","STATEWIDE","statewide","LIST_LAND_DISTRICTS_STATEWIDE.zip","list_land_districts_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_land_districts_statewide","MultiPolygon",78,6,"EPSG:28355","229610.039 5165728.295 625504.753 5614516.816","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_LAND_DISTRICTS_STATEWIDE.zip",""
"LIST_LAND_DISTRICTS","STATEWIDE","statewide","LIST_LAND_DISTRICTS_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_land_districts_statewide","Polygon",78,6,"EPSG:28355","229610.039 5165728.295 625504.753 5614516.816","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_LAND_DISTRICTS_STATEWIDE.zip",""
"LIST_LAND_TENURE","STATEWIDE","statewide","LIST_LAND_TENURE_STATEWIDE.zip","list_land_tenure_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_land_tenure_statewide","MultiPolygon",46642,8,"EPSG:28355","227092.711 5143548.013 627592.119 5661918.782","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_LAND_TENURE_STATEWIDE.zip",""
"LIST_LAND_TENURE","STATEWIDE","statewide","LIST_LAND_TENURE_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_land_tenure_statewide","Polygon",46642,8,"EPSG:28355","227092.711 5143548.013 627592.119 5661918.782","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_LAND_TENURE_STATEWIDE.zip",""
"LIST_LAND_USE_2002_BRS","STATEWIDE","statewide","LIST_LAND_USE_2002_BRS_STATEWIDE.zip","list_land_use_2002_BRS_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_land_use_2002_BRS_statewide","MultiPolygon",23992,14,"EPSG:28355","227156.9933 5165779.3284 627109.7515 5614538.8767","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_LAND_USE_2002_BRS_STATEWIDE.zip",""
