"url","path","name","is_dir","bytes_listed","mtime_listed","bytes","mtime","etag","head_status","crawled_at"
"https://listdata.thelist.tas.gov.au/opendata/data/data.7z","data.7z","data.7z",FALSE,8703180.8,"2020-06-05T09:45:00+1000",8720834,"2020-08-27T01:42:12Z","""1660b6e-8511c2-5add20b965559""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/DHHS_AMBULANCE_STATIONS_STATEWIDE.zip","DHHS_AMBULANCE_STATIONS_STATEWIDE.zip","DHHS_AMBULANCE_STATIONS_STATEWIDE.zip",FALSE,39936,"2021-01-15T10:46:00+1100",39482,"2016-07-28T02:04:38Z","""166056f-9a3a-538a88e6701ce""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/DMSDB@AGENCY_STAGING.SDE_BREAK_O_DAY.zip","DMSDB@AGENCY_STAGING.SDE_BREAK_O_DAY.zip","DMSDB@AGENCY_STAGING.SDE_BREAK_O_DAY.zip",FALSE,1572864,"2025-07-18T10:07:00+1000",1615725,"2024-09-18T01:32:10Z","""1660c85-18a76d-6225ac657cd5b""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/DMSDB@AGENCY_STAGING.SDE_GLAMORGAN_SPRING_BAY.zip","DMSDB@AGENCY_STAGING.SDE_GLAMORGAN_SPRING_BAY.zip","DMSDB@AGENCY_STAGING.SDE_GLAMORGAN_SPRING_BAY.zip",FALSE,4613734.4,"2020-12-22T08:37:00+1100",4658592,"2024-09-18T01:31:54Z","""1660c84-4715a0-6225ac56cb187""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/ENWAVE_GAS_DECLARED_PIPELINE_CORRIDOR_STATEWIDE.zip","ENWAVE_GAS_DECLARED_PIPELINE_CORRIDOR_STATEWIDE.zip","ENWAVE_GAS_DECLARED_PIPELINE_CORRIDOR_STATEWIDE.zip",FALSE,459776,"2020-12-22T09:36:00+1100",459301,"2025-07-17T23:15:01Z","""1660b1c-70225-63a282dc6d3ff""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/EPA_AQUATIC_ECOSYSTEM_DGVS_FOR_SURFACE_WATER_CATCHMENTS_STATEWIDE.zip","EPA_AQUATIC_ECOSYSTEM_DGVS_FOR_SURFACE_WATER_CATCHMENTS_STATEWIDE.zip","EPA_AQUATIC_ECOSYSTEM_DGVS_FOR_SURFACE_WATER_CATCHMENTS_STATEWIDE.zip",FALSE,19922944,"2020-12-22T08:37:00+1100",19793336,"2021-02-03T21:49:55Z","""1660b97-12e05b8-5ba75914fd196""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/EPA_DISINFECTED_SEWAGE_DISCHARGE_VESSELS_CARRYING_LESS_THAN_16_PEOPLE_STATEWIDE.zip","EPA_DISINFECTED_SEWAGE_DISCHARGE_VESSELS_CARRYING_LESS_THAN_16_PEOPLE_STATEWIDE.zip","EPA_DISINFECTED_SEWAGE_DISCHARGE_VESSELS_CARRYING_LESS_THAN_16_PEOPLE_STATEWIDE.zip",FALSE,13631488,"2020-12-22T09:36:00+1100",13391921,"2025-07-17T23:51:26Z","""1660478-cc5831-63a28b00186e6""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/EPA_NON_DISINFECTED_SEWAGE_DISCHARGE_VESSELS_CARRYING_LESS_THAN_16_PEOPLE_STATEWIDE.zip","EPA_NON_DISINFECTED_SEWAGE_DISCHARGE_VESSELS_CARRYING_LESS_THAN_16_PEOPLE_STATEWIDE.zip","EPA_NON_DISINFECTED_SEWAGE_DISCHARGE_VESSELS_CARRYING_LESS_THAN_16_PEOPLE_STATEWIDE.zip",FALSE,1677721.6,"2020-12-22T09:36:00+1100",1626744,"2025-07-17T23:51:36Z","""1660b6a-18d278-63a28b09f55db""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/EPA_SEWAGE_DISCHARGE_VESSELS_CARRYING_16_OR_MORE_PEOPLE_STATEWIDE.zip","EPA_SEWAGE_DISCHARGE_VESSELS_CARRYING_16_OR_MORE_PEOPLE_STATEWIDE.zip","EPA_SEWAGE_DISCHARGE_VESSELS_CARRYING_16_OR_MORE_PEOPLE_STATEWIDE.zip",FALSE,1572864,"2020-12-22T08:29:00+1100",1615553,"2025-07-17T23:51:44Z","""1660b6b-18a6c1-63a28b11eaa19""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/EPA_SWIMMING_BEACHES_AND_MONITORED_RECREATIONAL_WATERS_DURING_SUMMER_PERIOD_STATEWIDE.zip","EPA_SWIMMING_BEACHES_AND_MONITORED_RECREATIONAL_WATERS_DURING_SUMMER_PERIOD_STATEWIDE.zip","EPA_SWIMMING_BEACHES_AND_MONITORED_RECREATIONAL_WATERS_DURING_SUMMER_PERIOD_STATEWIDE.zip",FALSE,786432,"2020-12-22T08:39:00+1100",786197,"2025-07-17T23:51:53Z","""1660c38-bff15-63a28b1a56511""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/EPA_UNDERGROUND_PETROLEUM_STORAGE_SYSTEMS_STATEWIDE.zip","EPA_UNDERGROUND_PETROLEUM_STORAGE_SYSTEMS_STATEWIDE.zip","EPA_UNDERGROUND_PETROLEUM_STORAGE_SYSTEMS_STATEWIDE.zip",FALSE,585728,"2020-12-22T08:39:00+1100",585947,"2020-04-09T03:20:05Z","""1660b1a-8f0db-5a2d317e023ae""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/FT_EMERGENCY_MEETING_POINTS_STATEWIDE.zip","FT_EMERGENCY_MEETING_POINTS_STATEWIDE.zip","FT_EMERGENCY_MEETING_POINTS_STATEWIDE.zip",FALSE,139264,"2020-12-22T08:37:00+1100",139574,"2025-07-17T23:42:11Z","""1660b4c-22136-63a288eee7445""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/GAS_PIPELINE_PLANNING_CORRIDOR_STATEWIDE.zip","GAS_PIPELINE_PLANNING_CORRIDOR_STATEWIDE.zip","GAS_PIPELINE_PLANNING_CORRIDOR_STATEWIDE.zip",FALSE,783360,"2020-12-22T08:39:00+1100",783199,"2025-07-17T23:15:18Z","""1660b1e-bf35f-63a282ecd3df4""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/GIANT_KELP_AERIAL_SURVEY_2019_STATEWIDE.zip","GIANT_KELP_AERIAL_SURVEY_2019_STATEWIDE.zip","GIANT_KELP_AERIAL_SURVEY_2019_STATEWIDE.zip",FALSE,284672,"2020-12-22T08:37:00+1100",284681,"2020-06-04T23:45:30Z","""1660b42-45809-5a74abd5e28d4""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/HARVEST_TONNAGES_MACROCYSTIS_PYRIFERA_1970_1971_STATEWIDE.zip","HARVEST_TONNAGES_MACROCYSTIS_PYRIFERA_1970_1971_STATEWIDE.zip","HARVEST_TONNAGES_MACROCYSTIS_PYRIFERA_1970_1971_STATEWIDE.zip",FALSE,46080,"2020-12-22T08:39:00+1100",46330,"2021-01-14T23:46:30Z","""1660571-b4fa-5b8e4dd6e3694""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/HERITAGE_TASMANIA_HMS_FEATURES_STATEWIDE.zip","HERITAGE_TASMANIA_HMS_FEATURES_STATEWIDE.zip","HERITAGE_TASMANIA_HMS_FEATURES_STATEWIDE.zip",FALSE,6396313.6,"2026-08-20T14:34:00+1000",6366227,"2025-07-18T00:07:36Z","""1660c2c-612413-63a28e9d5abd1""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.cpg","interim_planning_scheme_overlay_statewide.cpg","interim_planning_scheme_overlay_statewide.cpg",FALSE,5,"2026-08-20T14:33:00+1000",5,"2020-12-21T21:37:54Z","""1660b9b-5-5b700454b5080""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.DAT","interim_planning_scheme_overlay_statewide.DAT","interim_planning_scheme_overlay_statewide.DAT",FALSE,1610612736,"2026-08-20T14:34:00+1000",1632771913,"2020-12-21T22:36:44Z","""1660b9c-61521f49-5b70117b2d700""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.dbf","interim_planning_scheme_overlay_statewide.dbf","interim_planning_scheme_overlay_statewide.dbf",FALSE,1610612736,"2023-01-13T15:04:00+1100",1640659698,"2020-12-21T21:37:54Z","""1660b9d-61ca7af2-5b700454b5080""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/","interim_planning_scheme_overlay_statewide.gdb/","interim_planning_scheme_overlay_statewide.gdb/",TRUE,,"2025-07-17T13:11:00+1000",,,,,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000001.gdbindexes","interim_planning_scheme_overlay_statewide.gdb/a00000001.gdbindexes","a00000001.gdbindexes",FALSE,110,"2020-12-22T08:25:00+1100",110,"2020-12-21T21:25:36Z","""1660ba7-6e-5b700194e5400""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000001.gdbtable","interim_planning_scheme_overlay_statewide.gdb/a00000001.gdbtable","a00000001.gdbtable",FALSE,352,"2020-12-22T08:28:00+1100",352,"2020-12-21T21:25:42Z","""1660ba8-160-5b70019a9e180""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000001.gdbtablx","interim_planning_scheme_overlay_statewide.gdb/a00000001.gdbtablx","a00000001.gdbtablx",FALSE,5120,"2020-12-22T08:28:00+1100",5152,"2020-12-21T21:25:42Z","""1660ba9-1420-5b70019a9e180""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000001.TablesByName.atx","interim_planning_scheme_overlay_statewide.gdb/a00000001.TablesByName.atx","a00000001.TablesByName.atx",FALSE,4096,"2020-12-22T08:28:00+1100",4118,"2020-12-21T21:25:42Z","""1660baa-1016-5b70019a9e180""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000002.gdbtable","interim_planning_scheme_overlay_statewide.gdb/a00000002.gdbtable","a00000002.gdbtable",FALSE,2048,"2020-12-22T08:25:00+1100",2055,"2020-12-21T21:25:36Z","""1660bab-807-5b700194e5400""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000002.gdbtablx","interim_planning_scheme_overlay_statewide.gdb/a00000002.gdbtablx","a00000002.gdbtablx",FALSE,5120,"2020-12-22T08:25:00+1100",5152,"2020-12-21T21:25:36Z","""1660bac-1420-5b700194e5400""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000003.gdbindexes","interim_planning_scheme_overlay_statewide.gdb/a00000003.gdbindexes","a00000003.gdbindexes",FALSE,42,"2020-12-22T08:25:00+1100",42,"2020-12-21T21:25:36Z","""1660bad-2a-5b700194e5400""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000003.gdbtable","interim_planning_scheme_overlay_statewide.gdb/a00000003.gdbtable","a00000003.gdbtable",FALSE,1024,"2020-12-22T08:25:00+1100",1021,"2020-12-21T21:25:42Z","""1660bae-3fd-5b70019a9e180""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000003.gdbtablx","interim_planning_scheme_overlay_statewide.gdb/a00000003.gdbtablx","a00000003.gdbtablx",FALSE,5120,"2020-12-22T08:25:00+1100",5152,"2020-12-21T21:25:42Z","""1660baf-1420-5b70019a9e180""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000004.CatItemsByPhysicalName.atx","interim_planning_scheme_overlay_statewide.gdb/a00000004.CatItemsByPhysicalName.atx","a00000004.CatItemsByPhysicalName.atx",FALSE,4096,"2020-12-22T08:25:00+1100",4118,"2020-12-21T21:25:42Z","""1660bb0-1016-5b70019a9e180""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000004.CatItemsByType.atx","interim_planning_scheme_overlay_statewide.gdb/a00000004.CatItemsByType.atx","a00000004.CatItemsByType.atx",FALSE,4096,"2020-12-22T08:25:00+1100",4118,"2020-12-21T21:25:42Z","""1660bb1-1016-5b70019a9e180""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000004.FDO_UUID.atx","interim_planning_scheme_overlay_statewide.gdb/a00000004.FDO_UUID.atx","a00000004.FDO_UUID.atx",FALSE,4096,"2020-12-22T08:25:00+1100",4118,"2020-12-21T21:25:42Z","""1660bb2-1016-5b70019a9e180""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000004.freelist","interim_planning_scheme_overlay_statewide.gdb/a00000004.freelist","a00000004.freelist",FALSE,4403.2,"2020-12-22T08:25:00+1100",4440,"2020-12-21T21:28:58Z","""1660bb3-1158-5b70025589a80""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000004.gdbindexes","interim_planning_scheme_overlay_statewide.gdb/a00000004.gdbindexes","a00000004.gdbindexes",FALSE,310,"2020-12-22T08:25:00+1100",310,"2020-12-21T21:25:36Z","""1660bb4-136-5b700194e5400""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000004.gdbtable","interim_planning_scheme_overlay_statewide.gdb/a00000004.gdbtable","a00000004.gdbtable",FALSE,36864,"2020-12-22T08:25:00+1100",37347,"2020-12-21T21:28:58Z","""1660bb5-91e3-5b70025589a80""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000004.gdbtablx","interim_planning_scheme_overlay_statewide.gdb/a00000004.gdbtablx","a00000004.gdbtablx",FALSE,5120,"2020-12-22T08:25:00+1100",5152,"2020-12-21T21:28:58Z","""1660bb6-1420-5b70025589a80""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000004.spx","interim_planning_scheme_overlay_statewide.gdb/a00000004.spx","a00000004.spx",FALSE,4096,"2020-12-22T08:25:00+1100",4118,"2020-12-21T21:28:58Z","""1660bb7-1016-5b70025589a80""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000005.CatItemTypesByName.atx","interim_planning_scheme_overlay_statewide.gdb/a00000005.CatItemTypesByName.atx","a00000005.CatItemTypesByName.atx",FALSE,12288,"2020-12-22T08:25:00+1100",12310,"2020-12-21T21:25:38Z","""1660bb8-3016-5b700196cd880""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000005.CatItemTypesByParentTypeID.atx","interim_planning_scheme_overlay_statewide.gdb/a00000005.CatItemTypesByParentTypeID.atx","a00000005.CatItemTypesByParentTypeID.atx",FALSE,4096,"2020-12-22T08:25:00+1100",4118,"2020-12-21T21:25:38Z","""1660bb9-1016-5b700196cd880""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000005.CatItemTypesByUUID.atx","interim_planning_scheme_overlay_statewide.gdb/a00000005.CatItemTypesByUUID.atx","a00000005.CatItemTypesByUUID.atx",FALSE,4096,"2020-12-22T08:25:00+1100",4118,"2020-12-21T21:25:38Z","""1660bba-1016-5b700196cd880""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000005.gdbindexes","interim_planning_scheme_overlay_statewide.gdb/a00000005.gdbindexes","a00000005.gdbindexes",FALSE,296,"2020-12-22T08:25:00+1100",296,"2020-12-21T21:25:38Z","""1660bbb-128-5b700196cd880""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000005.gdbtable","interim_planning_scheme_overlay_statewide.gdb/a00000005.gdbtable","a00000005.gdbtable",FALSE,1843.2,"2020-12-22T08:25:00+1100",1803,"2020-12-21T21:25:38Z","""1660bbc-70b-5b700196cd880""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000005.gdbtablx","interim_planning_scheme_overlay_statewide.gdb/a00000005.gdbtablx","a00000005.gdbtablx",FALSE,5120,"2020-12-22T08:25:00+1100",5152,"2020-12-21T21:25:38Z","""1660bbd-1420-5b700196cd880""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000006.CatRelsByDestinationID.atx","interim_planning_scheme_overlay_statewide.gdb/a00000006.CatRelsByDestinationID.atx","a00000006.CatRelsByDestinationID.atx",FALSE,4096,"2020-12-22T08:25:00+1100",4118,"2020-12-21T21:25:42Z","""1660bbe-1016-5b70019a9e180""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000006.CatRelsByOriginID.atx","interim_planning_scheme_overlay_statewide.gdb/a00000006.CatRelsByOriginID.atx","a00000006.CatRelsByOriginID.atx",FALSE,4096,"2020-12-22T08:25:00+1100",4118,"2020-12-21T21:25:42Z","""1660bbf-1016-5b70019a9e180""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000006.CatRelsByType.atx","interim_planning_scheme_overlay_statewide.gdb/a00000006.CatRelsByType.atx","a00000006.CatRelsByType.atx",FALSE,4096,"2020-12-22T08:25:00+1100",4118,"2020-12-21T21:25:42Z","""1660bc0-1016-5b70019a9e180""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000006.FDO_UUID.atx","interim_planning_scheme_overlay_statewide.gdb/a00000006.FDO_UUID.atx","a00000006.FDO_UUID.atx",FALSE,4096,"2020-12-22T08:28:00+1100",4118,"2020-12-21T21:25:42Z","""1660bc1-1016-5b70019a9e180""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000006.gdbindexes","interim_planning_scheme_overlay_statewide.gdb/a00000006.gdbindexes","a00000006.gdbindexes",FALSE,318,"2020-12-22T08:28:00+1100",318,"2020-12-21T21:25:36Z","""1660bc2-13e-5b700194e5400""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000006.gdbtable","interim_planning_scheme_overlay_statewide.gdb/a00000006.gdbtable","a00000006.gdbtable",FALSE,263,"2020-12-22T08:28:00+1100",263,"2020-12-21T21:25:42Z","""1660bc3-107-5b70019a9e180""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000006.gdbtablx","interim_planning_scheme_overlay_statewide.gdb/a00000006.gdbtablx","a00000006.gdbtablx",FALSE,5120,"2020-12-22T08:28:00+1100",5152,"2020-12-21T21:25:42Z","""1660bc4-1420-5b70019a9e180""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000007.CatRelTypesByBackwardLabel.atx","interim_planning_scheme_overlay_statewide.gdb/a00000007.CatRelTypesByBackwardLabel.atx","a00000007.CatRelTypesByBackwardLabel.atx",FALSE,4096,"2020-12-22T08:28:00+1100",4118,"2020-12-21T21:25:38Z","""1660bc5-1016-5b700196cd880""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000007.CatRelTypesByDestItemTypeID.atx","interim_planning_scheme_overlay_statewide.gdb/a00000007.CatRelTypesByDestItemTypeID.atx","a00000007.CatRelTypesByDestItemTypeID.atx",FALSE,4096,"2020-12-22T08:25:00+1100",4118,"2020-12-21T21:25:38Z","""1660bc6-1016-5b700196cd880""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000007.CatRelTypesByForwardLabel.atx","interim_planning_scheme_overlay_statewide.gdb/a00000007.CatRelTypesByForwardLabel.atx","a00000007.CatRelTypesByForwardLabel.atx",FALSE,4096,"2020-12-22T08:28:00+1100",4118,"2020-12-21T21:25:38Z","""1660bc7-1016-5b700196cd880""",200,"2026-09-09T13:41:08Z"
"https://listdata.thelist.tas.gov.au/opendata/data/interim_planning_scheme_overlay_statewide.gdb/a00000007.CatRelTypesByName.atx","interim_planning_scheme_overlay_statewide.gdb/a00000007.CatRelTypesByName.atx","a00000007.CatRelTypesByName.atx",FALSE,4096,"2020-12-22T08:28:00+1100",4118,"2020-12-21T21:25:38Z","""1660bc8-1016-5b700196cd880""",200,"2026-09-09T13:41:08Z"
